,Unnamed: 0,字段,标题
12,,20:06,【重庆：确诊两人均感染传播力强德尔塔变异株，个别人绕过卡口进出封控区给防控带来隐患】8月3日消息，重庆市江津区新型冠状病毒肺炎疫情防控工作指挥部办公室今日发布《关于严格实施双福片区交通管制的通告》指出，为有效阻断疫情，自7月30日起，双福片区已启动交通管制和封控，全域禁止出入。近期，出现个别群众绕过卡口，从小路进出双福封控区的情况，给疫情防控工作带来隐患。（江津发布）
11,,20:07,美国共和党参议员Portman：希望本周末能就基建法案进行投票。
10,,20:07,加密货币采矿公司Argo Blockchain：在7月份挖出225个比特币或比特币等价物，6月份为167个。
9,,20:08,*ST天龙：公司及全资子公司近日签订多个分散式风电项目设备采购及施工合同，总计金额为人民币2.52亿元，占公司2020年度经审计总资产的113.99%。
8,,20:09,【晨光文具：国内文具市场的增长驱动力已不主要依赖于销售数量的增长】晨光文具(603899)今日在互动平台上表示，国家关于控制校外培训的政策对文具行业需求数量可能有一定的影响，目前尚难做具体的量化评估。随着出生率的变化，国内文具市场的增长驱动力已经不主要依赖于销售数量的增长。国内文具消费呈现品牌化、创意化的趋势。
7,,20:11,WTI原油期货主力合约跌超1%，报70.73美元/桶。
5,,20:12,科大讯飞：拟筹划控股子公司讯飞医疗分拆上市。
6,,20:12,据Coindesk：汇丰银行正在阻止英国客户“在任何可能的地方”使用信用卡向交易平台币安进行支付。
4,,20:13,喜茶计划于明年赴港上市，目标估值1500亿港币。（连线Insight）
3,,20:13,【蚂蚁集团一季度净利润环比下降 分析师：落实整改影响财务表现】数据显示，今年1-3月，阿里巴巴集团从蚂蚁集团获得的投资收益为44.94亿元，比2020年四季度的71.82亿元环比下降。对此，西南证券海外首席分析师陈泽敏表示，这主要是受季节性因素和落实整改措施影响。由于阿里巴巴集团延后一个季度确认投资损益，此次财报中显示从蚂蚁集团获得的投资收益实际是来自今年1-3月季度。这一数据显示，处于整改期的蚂蚁集团在第一季度的净利润环比有所下降。
2,,20:15,【科大讯飞：筹划子公司讯飞医疗分拆上市】鉴于公司控股子公司安徽科大讯飞医疗信息技术有限公司（以下简称“讯飞医疗”）的健康良好发展，董事会同意筹划公司控股子公司讯飞医疗分拆上市事项。本次分拆上市完成后，公司仍将维持对讯飞医疗的控股权。
1,,20:16,【农业农村部公布推广11个水产新品种】农业农村部今天发布，经全国水产原种和良种审定委员会审定，公布推广虹鳟“水科1号”、禾花鲤“乳源1号”、翘嘴鳜“广清1号”、建鲤2号、半滑舌鳎“鳎优1号”、三角帆蚌“申浙3号”、菲律宾蛤仔“斑马蛤2号”、皱纹盘鲍“寻山1号”、文蛤“科浙2号”、海带“中宝1号”、全雌翘嘴鳜“鼎鳜1号”等11个水产新品种。
0,,20:17,高新兴：控股股东、实际控制人刘双广计划6个月内减持不超过4%。
